FEATUREID,STRATNO,MAPSYMBOL,PLOTSYMBOL,NAME,DESCR,REPAGE_URI,YNGAGE_URI,LITHOLOGY,REPLITH_UR
GA_GUP2.5M_0005850,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005851,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005852,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005853,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005854,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005855,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005856,76554,Dc,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005857,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005858,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005859,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0005860,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005861,76715,Sc,Ss,Silurian sedimentary rocks,Predominantly sedimentary rocks,Silurian,Pridoli,sedimentary,sedimentary_rock
GA_GUP2.5M_0005862,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0005863,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005864,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005865,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0005867,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0005866,76708,Rv,Rv,Triassic felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Triassic,UpperTriassic,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0005868,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005869,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005870,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005871,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005872,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0005873,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005874,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005876,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005877,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005875,76596,-Ppdx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Statherian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005878,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005879,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005880,76715,Sc,Ss,Silurian sedimentary rocks,Predominantly sedimentary rocks,Silurian,Pridoli,sedimentary,sedimentary_rock
GA_GUP2.5M_0005881,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005882,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0005883,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005884,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005885,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005886,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005887,76672,-Pnp,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ediacaran,sedimentary,sedimentary_rock
GA_GUP2.5M_0005888,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0005890,76641,-Pmax,Mn,Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Mesoproterozoic,Mesoproterozoic,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005891,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0005889,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005892,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0005893,76521,EDc,EDs,Early Paleozoic sedimentary rocks,Predominantly sedimentary rocks,Paleozoic,LowerDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005894,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005895,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005896,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005897,76540,Czi,Czg,Cenozoic intrusive complexes,Mixed felsic mafic andor alkaline intrusives,Cenozoic,Burdigalian,igneous intrusive,phaneritic_igneous_rock
GA_GUP2.5M_0005899,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005900,76534,C,Cs,Carboniferous sedimentary rocks,Predominantly sedimentary rocks,Carboniferous,Serpukhovian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005898,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005901,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005902,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005903,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005904,76676,-Pnk,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Cryogenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005905,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005906,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005907,76633,-Pmag,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Stenian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005908,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005909,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005910,76715,Sc,Ss,Silurian sedimentary rocks,Predominantly sedimentary rocks,Silurian,Pridoli,sedimentary,sedimentary_rock
GA_GUP2.5M_0005911,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005912,76554,Dc,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005913,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005914,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005915,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005916,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005918,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005919,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005917,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005920,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005921,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005922,76596,-Ppdx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Statherian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005923,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005924,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005925,76543,Czy,Czu,Cenozoic alluvium,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005927,76554,Dc,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005928,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005926,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005929,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005930,76633,-Pmag,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Stenian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005931,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005932,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005933,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005934,76688,Pg,Pg,Permian granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005935,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005936,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005937,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005939,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005941,76596,-Ppdx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Statherian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005938,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005942,76633,-Pmag,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Stenian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005940,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005943,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005944,76680,ODc,ODs,Early Paleozoic sedimentary rocks,Predominantly sedimentary rocks,Paleozoic,Devonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005945,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005946,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005948,76515,A2,As,Archean sedimentary rocks,Predominantly sedimentary rocks,Archean,Neoarchean,sedimentary,sedimentary_rock
GA_GUP2.5M_0005950,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005947,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005952,76676,-Pnk,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Cryogenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005949,76708,Rv,Rv,Triassic felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Triassic,UpperTriassic,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0005951,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005953,76672,-Pnp,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ediacaran,sedimentary,sedimentary_rock
GA_GUP2.5M_0005954,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005955,76534,C,Cs,Carboniferous sedimentary rocks,Predominantly sedimentary rocks,Carboniferous,Serpukhovian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005956,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005957,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0005958,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005959,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005960,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005961,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005963,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005964,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005962,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005965,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005966,76557,Dv,Dv,Devonian felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Devonian,UpperDevonian,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0005967,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005968,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005969,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005970,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005974,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005972,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005971,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005975,76501,A2b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Mesoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0005973,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0005976,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005978,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005979,76700,Rg,Rg,Triassic granites,Mainly felsic intrusive rocks,Triassic,UpperTriassic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005980,76540,Czi,Czg,Cenozoic intrusive complexes,Mixed felsic mafic andor alkaline intrusives,Cenozoic,Burdigalian,igneous intrusive,phaneritic_igneous_rock
GA_GUP2.5M_0005977,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005981,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005982,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005983,76554,Dc,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,UpperDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005984,76528,EOg,EOg,Cambrian to Ordovician granites,Mainly felsic intrusive rocks,Cambrian,UpperOrdovician,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005985,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0005986,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005987,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005988,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005989,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0005990,76703,Rc,Rs,Triassic sedimentary rocks,Predominantly sedimentary rocks,Triassic,UpperTriassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0005991,76676,-Pnk,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Cryogenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005995,76708,Rv,Rv,Triassic felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Triassic,UpperTriassic,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0005993,76528,EOg,EOg,Cambrian to Ordovician granites,Mainly felsic intrusive rocks,Cambrian,UpperOrdovician,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005992,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005996,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0005994,76633,-Pmag,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Stenian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005997,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0005999,76543,Czy,Czu,Cenozoic alluvium,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006000,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0005998,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0006001,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006002,76561,J,Js,Jurassic sedimentary rocks,Predominantly sedimentary rocks,Jurassic,UpperJurassic,sedimentary,sedimentary_rock
GA_GUP2.5M_0006003,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0006004,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006005,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006006,76521,EDc,EDs,Early Paleozoic sedimentary rocks,Predominantly sedimentary rocks,Paleozoic,LowerDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006007,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0006008,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006009,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006010,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0006011,76505,A2f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0006012,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0006013,76503,A2d,Ad,Archean mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Archean,Archean,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0006014,76511,A2x,An,Archean granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Archean,Archean,high grade metamorphic rock,metamorphic_rock
