FEATUREID,STRATNO,MAPSYMBOL,PLOTSYMBOL,NAME,DESCR,REPAGE_URI,YNGAGE_URI,LITHOLOGY,REPLITH_UR
GA_GUP2.5M_0003519,76583,-Ppjg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Statherian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003520,76610,-Ppo,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003521,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003522,76509,A1g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Paleoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003523,76670,-PnO,NOs,Neoproterozoic to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ordovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003524,76549,DCv,DCv,Devonian to Carboniferous felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Devonian,Mississippian,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0003525,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003526,76683,Oc,Os,Ordovician sedimentary rocks,Predominantly sedimentary rocks,Ordovician,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003527,76691,Plc,Ps,Permian sedimentary rocks,Predominantly sedimentary rocks,Permian,Cisuralian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003528,76651,-Pmw,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Stenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003529,76569,-Ppjb,Lb,Paleoproterozoic mafic volcanics,Mainly basaltic rocks,Paleoproterozoic,Statherian,igneous mafic volcanic,basalt
GA_GUP2.5M_0003530,76670,-PnO,NOs,Neoproterozoic to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ordovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003531,76555,Dl,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,LowerDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003532,76500,A3b,Ab,Archean mafic volcanics,Mainly basaltic rocks,Archean,Neoarchean,igneous mafic volcanic,basalt
GA_GUP2.5M_0003533,76508,A2g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Neoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003534,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003535,76567,Klv,Kv,Cretaceous felsic to mafic volcanics,Predominantly a bimodal mixture of mafic and felsic volcanics,Cretaceous,LowerCretaceous,igneous mafic volcanic and igneous felsic volcanic,basalt
GA_GUP2.5M_0003536,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0003537,76684,Plb,Pb,Permian mafic volcanics,Mainly basaltic rocks,Permian,Cisuralian,igneous mafic volcanic,basalt
GA_GUP2.5M_0003538,76555,Dl,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,LowerDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003539,76676,-Pnk,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Cryogenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003540,76572,-Ppsd,Ld,Paleoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Paleoproterozoic,Statherian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0003541,76560,JKl,JKs,Jurassic to Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Jurassic,LowerCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0003542,76555,Dl,Ds,Devonian sedimentary rocks,Predominantly sedimentary rocks,Devonian,LowerDevonian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003543,76698,Pz,Pzs,Early Paleozoic sedimentary rocks,Predominantly sedimentary rocks,Permian,Lopingian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003544,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003545,76644,-Pmmx,Mn,Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Mesoproterozoic,Calymmian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003546,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003547,76547,DCc,DCs,Devonian to Carboniferous sedimentary rocks,Predominantly sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003548,76670,-PnO,NOs,Neoproterozoic to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Ordovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003549,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003551,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003552,76623,-Ppam,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Statherian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003550,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003553,76601,-Pptx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003555,76615,-Ppn,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Rhyacian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003554,76676,-Pnk,Ns,Neoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Neoproterozoic,Cryogenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003557,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003558,76651,-Pmw,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Stenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003556,76538,Czb,Czb,Cenozoic mafic volcanics,Mainly basaltic rocks,Cenozoic,Holocene,igneous mafic volcanic,basalt
GA_GUP2.5M_0003559,76621,-Ppjm,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Statherian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003560,76583,-Ppjg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Statherian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003561,76601,-Pptx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003562,76536,Ec,Es,Cambrian sedimentary rocks,Predominantly sedimentary rocks,Cambrian,Furongian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003563,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003564,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003565,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003566,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003567,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003568,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003569,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003570,76625,-Pmed,Md,Mesoproterozoic mafic intrusives,Dolerite gabbro and other mafic igneous rocks,Mesoproterozoic,Stenian,igneous mafic intrusive,gabbroic_rock
GA_GUP2.5M_0003571,76583,-Ppjg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Statherian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003572,76509,A1g,Ag,Archean granites,Mainly felsic intrusive rocks,Archean,Paleoarchean,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003573,76623,-Ppam,Ly,Paleoproterozoic amphibolite-facies metamorphics,Medium-grade metamorphic rocks generally with amphibolite-facies assemblages,Paleoproterozoic,Statherian,medium grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003574,76601,-Pptx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003575,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003577,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003576,76651,-Pmw,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Stenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003579,76651,-Pmw,Ms,Mesoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Mesoproterozoic,Stenian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003578,76615,-Ppn,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Rhyacian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003581,76504,A4f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0003582,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003580,76566,Kl,Ks,Cretaceous sedimentary rocks,Predominantly sedimentary rocks,Cretaceous,UpperCretaceous,sedimentary,sedimentary_rock
GA_GUP2.5M_0003583,76601,-Pptx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003584,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003585,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003586,76504,A4f,Af,Archean felsic volcanics,Mainly felsic volcanics including lavas and tuffs,Archean,Neoarchean,igneous felsic volcanic,rhyolitoid
GA_GUP2.5M_0003587,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003588,76541,Cz,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003589,76683,Oc,Os,Ordovician sedimentary rocks,Predominantly sedimentary rocks,Ordovician,UpperOrdovician,sedimentary,sedimentary_rock
GA_GUP2.5M_0003590,76542,Cze,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003591,76583,-Ppjg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Statherian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003592,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003593,76601,-Pptx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003594,76543,Czy,Czu,Cenozoic alluvium,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003595,76598,-Ppjx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Statherian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003596,76697,Pzg,Pzg,Paleozoic granites,Mainly felsic intrusive rocks,Permian,Lopingian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003597,76583,-Ppjg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Statherian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003598,76583,-Ppjg,Lg,Paleoproterozoic granites,Mainly felsic intrusive rocks,Paleoproterozoic,Statherian,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003600,76613,-Ppp,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003599,76637,-Pmig,Mg,Mesoproterozoic granites,Mainly felsic intrusive rocks,Mesoproterozoic,Mesoproterozoic,igneous felsic intrusive,granitoid
GA_GUP2.5M_0003601,76644,-Pmmx,Mn,Mesoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Mesoproterozoic,Calymmian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003602,76546,DuCl,DCs,Devonian to Carboniferous volcaniclastic sedimentary rocks,Predominantly volcaniclastic sedimentary rocks,Devonian,Mississippian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003603,76684,Plb,Pb,Permian mafic volcanics,Mainly basaltic rocks,Permian,Cisuralian,igneous mafic volcanic,basalt
GA_GUP2.5M_0003604,76514,A4 - -Pp,A-Ps,Archean to Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Archean,Paleoproterozoic,sedimentary,sedimentary_rock
GA_GUP2.5M_0003605,76601,-Pptx,Ln,Paleoproterozoic granulite-facies metamorphics,High-grade metamorphic rocks generally with granulite facies assemblages,Paleoproterozoic,Orosirian,high grade metamorphic rock,metamorphic_rock
GA_GUP2.5M_0003606,76608,-Ppw,Ls,Paleoproterozoic sedimentary rocks,Predominantly sedimentary rocks,Paleoproterozoic,Orosirian,sedimentary,sedimentary_rock
GA_GUP2.5M_0003607,76541,Cz,Czu,Cenozoic regolith,Surficial or regolith units,Cenozoic,Holocene,regolith,material_formed_in_surficial_environment
GA_GUP2.5M_0003608,76530,EOc,EOs,Cambrian to Ordovician sedimentary rocks,Predominantly sedimentary rocks,Cambrian,UpperOrdovician,sedimentary,sedimentary_rock
